restaurante,city,num_of_reviews,avg_rating
El Abuelo #2,Bakersfield,27,4.1
El Kora,Richmond,27,4.3
Tacos L Beso truck,Santa Ana,27,4.5
"MCX Food & Service Plaza, Camp Pendleton, CA",Oceanside,27,4.6
Tacos Esquinita,Los Angeles,27,4.5
Mama Testa Taqueria,San Diego,27,4.1
Otra,San Francisco,27,4.9
Taco Grande,Victorville,27,4.2
Real Good Tasty Food,Los Angeles,27,4.0
Un Big Burrito,Los Angeles,27,4.6
El Pastor Bar & Grill,Huntington Park,27,4.2
El Gallo Giro,Red Bluff,27,4.8
Smart Choice Supermarket,Norwalk,27,4.3
Cerveteca DTLA,Los Angeles,27,4.4
Juice Unwind,Oroville,27,4.9
Las Cocineras Restaurant,San Francisco,27,4.7
Birrieria Esquivel,South Gate,27,4.7
Los Gallos Taqueria,Newark,27,4.3
El Tecolote Sinaloense,Bakersfield,26,4.1
Criollos Mexican-Mediterranean food,Oakland,26,4.0
Taco Bell,Pollock Pines,26,3.7
Antonio's Quick Lunch,Yuba City,26,4.2
Taqueria Vallarta,San Francisco,26,4.1
Sabra Fish Grill,Oxnard,26,4.5
El Torito,Rohnert Park,26,3.7
Ritual Açai,Los Angeles,26,4.7
Market Cocina,Lafayette,26,4.4
El Cielito Lindo,Los Angeles,26,4.1
Limeña Peruvian Eatery,Thousand Oaks,26,4.5
Tamales Coral,Modesto,26,4.6
La Cocina By: Don Manuel,Los Angeles,26,4.6
Puertos Del Pacifico,Los Angeles,26,3.2
El Torito,Santa Clarita,26,3.6
Chiquitas Mexican American Resturant,Merced,26,4.9
Tacos Morelia,Acampo,26,4.9
Red Top Cafe & Restaurant,Chowchilla,26,3.9
Maya's restaurant,Los Angeles,26,4.2
Baja Fresh Mexican Grill,San Jose,26,3.5
Viva Be Bowl'D,Fresno,26,4.9
El Jefes Taco Shop,San Diego,26,4.0
Tortas Ahogadas Chapala Mexican Food in Victorville,Victorville,26,4.3
Daisy's Taqueria,Brisbane,26,4.4
Lucia's Fresh Mexican Grill & Cuisine,Sacramento,26,4.5
Lunch Taco Truck,Whittier,25,4.4
Chronic Tacos,Riverside,25,3.7
Plata's Mexican Food,Barstow,25,4.5
Bodegón No.69,Pasadena,25,4.9
Tacos Cebrian,Los Angeles,25,4.7
Antojitos Hippocampos,Bishop,25,4.7
Marisco & Tacos,East Los Angeles,25,4.7
Antojitos Denises,Los Angeles,25,4.7
La Burrita Truck,San Jose,25,4.5
Picanha Churrascaria,Burbank,25,3.6
Miel de Agave Azul,Livermore,25,4.3
Taqueria Don Jose,Moreno Valley,25,3.7
Zendeja's Mexican Grill,Chino,25,3.8
Crazy Tacos On 9th,Los Angeles,25,4.7
One Stop Taco Shop,Indio,25,3.7
Karina's Mexican Seafood,Chula Vista,25,4.1
Taco Bell,Palmdale,25,4.0
Carnitas Michoacan,Sacramento,25,4.3
Tacos Juanita's Estilo Mezcala,South San Francisco,25,4.9
El Arepazo SF,San Francisco,25,5.0
Hugo's Mexican Grill,Livingston,25,4.3
Taqueria Guerrero,Whittier,25,4.5
3 Queens Carnitas,Hollister,25,4.9
Taco Nacion,Ontario,25,4.7
BARBACOA MORALES,Commerce,24,4.5
Una Mas Mexican Grill,San Francisco,24,4.5
Taco Truck,Pixley,24,4.6
e•'lo•te,Valley Center,24,5.0
El Garibaldi,Los Angeles,24,4.4
Tacos El Gordo Authentic Mexican Food,Bakersfield,24,4.4
Taqueria Michoacan,Chino,24,4.2
Mr. Taco Man,San Mateo,24,4.2
Laco Taco,Castaic,24,4.9
Baja Fresh Mexican Grill,Pleasanton,24,3.7
El Guero,Cathedral City,24,4.3
Z & J Taqueria,Los Angeles,24,3.8
Tortas Brabras,Downey,24,3.7
La Guadalupana Meat Market,Terra Bella,24,3.9
El Grullense Jal,Patterson,24,4.0
Mama Testa,San Diego,24,4.0
MIA'S Tacos,Visalia,24,4.7
Baiano Pizzeria - Berkeley,Berkeley,24,4.1
Mayah’s Restaurant Cafe,San Francisco,24,4.6
Gonzalez Restaurant,Oxnard,24,4.0
Golden Tamale,Fresno,24,4.2
TACOS MARY,Los Angeles,24,4.6
Maria's Mexican Restaurant,Torrance,24,4.4
Urban Chopsticks,Bellflower,24,4.5
Burrito Truck,Oakland,24,4.5
taco mania,Riverside,23,4.8
Una Mas Mexican Grill,Livermore,20,3.8
Rubio's,Los Angeles,18,4.2
Los Tapatios,Palmdale,18,4.3
Mi Ranchito Downtown,Santa Rosa,18,4.2
La Morena Taco Shop,San Diego,18,4.2
Habanero Grill,Los Angeles,18,3.6
Taqueria Corral,Antioch,18,4.1
Ms Whis Fiesta Mexicana,Long Beach,18,3.7
Taqueria Monte Alban,Coachella,18,4.3
El Ensenada Express,Santa Ana,18,4.2
Tacos Playa De Oro,Los Angeles,18,4.7
Terraza Tequila,Maywood,18,3.1
Amigos,Tulare,18,4.1
Con sabor a Mexico,San Jose,18,5.0
Taco Shack,Whittier,18,4.0
Tia's Laura Mexican Food,Gardena,18,4.4
Sharky's Woodfired Mexican Grill,Irvine,18,4.0
Fiestacos,Riverside,18,4.4
Los Pilares,Los Angeles,18,4.4
Tacos Los Potrillos,West Covina,18,4.6
Mendocino Taquería,Mendocino,18,4.2
Tutis Fruties ice cream parlor,Fresno,18,4.2
Chicos Grill,Redwood City,18,4.5
Cha Cha Cha Cuba,San Mateo,18,3.7
Pepe's Taqueria,San Francisco,18,3.4
El Nuevo Frutilandia,San Francisco,18,4.6
Tac-oh!,San Jose,18,3.6
La Estrella Tacos,Los Angeles,18,4.0
Tacos Moreno 3,Capitola,18,4.2
Pancho's Tacos Truck,Long Beach,18,4.1
Taquería Zapata,San Diego,18,4.7
Mi Casita Purepecha,San Bernardino,18,4.7
Taco Chido,Santa Rosa,18,4.3
Quesadilla Loca Estilo D.F Antojitos Mexicanos,Los Angeles,18,4.8
Los Primos TACO Truck,Los Angeles,18,4.4
Tangonadas,Santa Barbara,18,4.6
Taquiza Limon 2,Brentwood,18,4.5
Cafe Taboo,San Francisco,18,3.5
El Chilango Tacos,Whittier,18,3.4
Frida Tacos – Campus Village,Pasadena,18,3.9
Pancho Villas Restaurant,Fairfax,18,4.0
Mariscos Chinola,Stockton,18,4.6
Casa Delicias,Hesperia,18,4.6
Taco mixes,Los Angeles,18,4.4
Azure Tavern & Lounge,Los Angeles,18,4.0
Patron Mexican Grill,Walnut Creek,18,4.4
Mariscos Las Islitas - Anaheim St.,Long Beach,18,3.9
Diaz Brothers Mexican Catering,San Diego,18,4.5
JALAPEÑOS MEXICAN FOOD TACO TRUCK,Benicia,18,4.6
Olocuilta,Los Angeles,18,4.1
Mr. Carnitas Mexican Restaurant,Sacramento,18,3.7
Burritos Santana,Anaheim,18,4.1
Tacos Radioactivos,Santa Ana,18,4.6
Pacos Grill-Tacos,Anaheim,18,3.9
Chipotle Mexican Grill,South Pasadena,18,3.6
Ricos Tacos,Compton,18,4.2
Taqueria Los Girasoles,Merced,18,4.4
Tortilleria la rancherita,Oxnard,18,4.5
El Super Taco-N-More (Taco Truck),Fresno,18,4.6
Tacos El Jalisciense,Soledad,18,4.5
George Lopez's Chingon Kitchen,Torrance,18,3.8
El Piquin Mexican Grill,Maywood,18,4.2
Chio's Tacos,San Bernardino,18,4.3
Tacos el Picosito,Lennox,18,4.7
Lalo's Taqueria,Fresno,18,4.2
Los Abuelos Family Restaurant,Victorville,18,4.0
Taqueria El Viejon,Anaheim,18,4.7
Poquito Mas,West Hollywood,18,4.0
Los Nopales Restaurant,San Jose,18,4.0
D'Angelo's Mexican Restaurant,Watsonville,18,3.8
Yuri's Taqueria,San Leandro,18,4.6
El Merendero,El Centro,18,4.4
Taqueria El Jaliciense,Los Angeles,18,4.4
Chipotle Mexican Grill,Long Beach,18,3.9
Daniela's Tacos,Los Angeles,18,4.8
California Chicken Mexican Grill,Los Angeles,18,4.1
MR TACOS,National City,18,4.9
Horchata Mexican Food,Culver City,18,4.5
Tres De Asada Mexican Grill,Gardena,18,3.9
El Comal Taco truck(The Grill On Wheels),Stockton,18,4.6
Carrillo's Mexican Food Inc.,Fresno,18,4.5
Los Cubanos Restaurant,San Jose,18,5.0
"Taco Truck ""La Sabrosa""",Porterville,18,4.3
El Uli Mar Y Tierra,Los Angeles,18,4.2
Los Güeros Comida Mexicana & Tacos Al Vapor,Compton,18,4.5
Raspados California,Fresno,18,4.4
Pacific West General Store,Los Angeles,18,4.3
Baja Bud's Restaurants,Los Angeles,18,4.2
Taqueria Robles,Santa Maria,18,3.3
Aztec Grill,Windsor,18,4.6
Taqueria Cowbell 67,Hayward,18,3.7
El Tio Restaurant,Lynwood,18,4.1
Los Alazanes Mexican Food,Duarte,18,4.4
Marthas Tamales ( Traila Truck ),Modesto,18,4.2
Restaurante El Gordo,Los Angeles,18,4.3
Josefina’s taqueria,Yreka,18,4.6
QMT Quiero Más Tacos,Los Angeles,18,4.7
Taqueria La Bamba,Mountain View,18,4.1
Nikkos Mexican Grill,Redwood City,18,3.7
Closed,Madera,18,4.9
Tacos El Venado,Los Angeles,18,5.0
Jose's Tacos Truck,Whittier,18,4.7
Alfreditos Mexican Food,Riverside,18,4.3
Tacos Gallo Loco,Santa Ana,18,4.1
Marlin Restaurant- Mexican & Seafood,Artesia,18,4.9
El Torito Grill,Los Angeles,18,3.8
Rosa La Villa Restaurant,Seaside,18,4.1
Taco Express,Los Angeles,18,4.2
El Valiente Mexican Grill,Covina,18,3.6
MCAU,Los Angeles,18,4.6
Xalisco Tacos,Los Angeles,18,3.9
Tortilleria Zeamays,Wasco,18,4.6
El Palenque,Modesto,17,3.7
EL OASIS FRUTAL,Fontana,17,4.3
Mama Coco Cocina Mexicana,San Carlos,17,4.1
Baja Fresh Mexican Grill,San Carlos,17,4.0
Albeto’s Taco Shop,Chula Vista,17,3.9
Merendero San Marcos,City of Industry,17,4.6
Market Cocina,San Francisco,17,4.5
Tacos Burritos Tortas,Los Angeles,17,4.3
Del Taco,Bakersfield,17,3.3
Oasis Burger,Highland,17,3.3
Mi Lindo Michoacan,Santa Rosa,17,3.8
Taco Elgrullense,Gilroy,17,3.6
Tacos Mi Estilo Jalisco,San Marcos,17,4.3
Cactus Bar & Grill,Bakersfield,16,4.0
El Paiza Mex,Escondido,16,4.8
Taqueria El 14,Moorpark,16,4.5
O' Paloma,Long Beach,16,4.4
Tacos El Puma,Los Angeles,16,4.5
El Pollo Loco,Los Angeles,16,4.0
Sancho's Taqueria,San Carlos,16,4.3
Taqueria La Fiesta,Santa Ana,16,3.8
Tury's Tacos,San Diego,16,4.7
La Olla Mexican Grill,Diamond Bar,16,4.2
Chipotle Mexican Grill,Pasadena,16,4.5
Taco Bell,Firebaugh,16,3.1
Cecilia's Mexican Restaurant,Los Banos,16,4.4
Taqueria Don Lupe,Los Angeles,16,4.6
Frida Tacos Melrose,Los Angeles,16,3.8
TAQUERIA FARIAS,Inglewood,16,4.3
Las Palmas,Fresno,16,4.1
Martita's Kitchen,San Francisco,16,4.0
Fine Mexican Food,Elk Grove,16,4.4
Mexican On The Pier,Redondo Beach,15,4.2
Toros Meat Market,Bell,15,3.8
Ranchero Catering,Benicia,15,4.6
Panda Gordo,Bakersfield,15,4.8
Mexicali Street Tacos,San Diego,15,4.0
Carnitas Taqueria Nueva Italia,Fresno,15,4.5
Hidalgo Tacos,Los Angeles,15,4.5
Cantina California,San Jose,15,4.5
El Rey Agave,Huntington Park,15,4.2
Jimboy's Tacos,Fair Oaks,15,4.7
Alberto's Mexican Food,Ontario,15,3.4
Del Rosa,San Bernardino,15,4.3
Pipirin,Oakland,15,4.9
Chipotle Mexican Grill,Anaheim,15,3.6
Bionicos Y Raspados Puebla,Victorville,14,4.3
Mac Taco & Pollo,Los Angeles,14,4.5
Paiche,Marina del Rey,14,4.2
La Mancha,Ventura,14,3.3
La Cocina del Abuelo - Food Truck,San Marcos,13,4.5
Tacos el pleve,Whittier,13,4.8
The Original El Gavilan,Los Angeles,13,4.6
El Nopal Mexican Grill,Sacramento,13,4.1
Tacos Gallo Loco,Whittier,13,4.2
Tacos Los Amigos,Bakersfield,13,4.3
Padrinos Taqueria,Lawndale,13,4.7
LA REYNA RESTAURANT,Santa Ana,13,4.1
MJ CAFE,Commerce,8,4.6
Mijita,San Francisco,8,3.4
Cemitas,Los Angeles,5,4.6
