name,latitude,longitude
Taco Bell,34.0579907,-118.2925666
Cabo Cantina,33.9793861,-118.4658583
Super Torta Mexican Food,33.8490573,-117.942585
El Pollo Loco,33.931267,-118.21154999999999
Carnitas El Rincón,37.3666927,-121.8272394
3 Queens Carnitas,36.8385645,-121.39624599999999
Señor Burro,32.7865774,-117.0038902
Fresh Mex Bar & Grill,34.161322,-119.1773578
Baja Springs,33.846317,-116.52775059999999
Paletas y Nieves Limon,33.9831813,-118.185696
Los Arroyos Camarillo Mexican Restaurant & Take Out,34.216352799999996,-119.0654083
La Casita Rivera,33.8275127,-118.1853203
Mariscos Uruapan Restaurant,34.0808901,-117.9828392
Guadalajaras Birrieria,34.1210737,-117.2505442
Taqueria Mila,38.4095406,-122.71208089999999
"Forty's Bakery,Restaurant & Juices",34.0436315,-118.2506038
United Paleteria Y Neveria,37.3455602,-121.84794369999999
El Porton Colombiano Restaurant,33.673313199999996,-117.9734
Miel de Agave Azul,37.681642499999995,-121.7682509
Al Teatro Panini Grill,32.7185085,-117.1622635
Tuition Tacos,33.9813751,-117.3403865
Barranco taco bar,34.1645044,-118.3740665
Tamales Coral,37.6088923,-120.99403989999999
Brasserie Saint James- Mission,37.7609717,-122.42169489999999
La Burrita Truck,37.2662176,-121.9404005
Taqueria Santa Cruz II,36.9784417,-122.0128278
Casa Delicias,34.4222204,-117.3022604
Senor Baja,34.1060188,-117.57693549999999
Taco Bell,33.8854446,-117.3491363
El Nuevo Tlaquepaque,36.296142599999996,-119.1420576
Moreno Taco Shop,36.9619113,-120.05625959999999
East Los Tacos,34.039063999999996,-118.1690904
Taco Bell,34.274011099999996,-118.4488901
Mission Burrito,34.1863853,-118.64207599999999
Taqueria El Cino,32.583474599999995,-117.0965253
La Villa Taqueria,35.375726,-118.93947229999999
Del Taco,35.383889599999996,-119.0936684
Ajua! Modern Taqueria,35.392572099999995,-118.9662743
Taqueria Diego,36.743303,-119.75386359999999
Alams Taqueria,37.2722506,-121.9323508
Simon's Restaurant,34.021629,-118.163888
Papi Rico,37.7601444,-122.4351451
Castañedas Mexican Food,33.9393427,-117.95645449999999
Taco Bell,33.975294999999996,-117.34255379999999
Super Taco,36.3571069,-119.3152325
Santeria,37.7649189,-122.4318837
Green Onion Mexican Restaurant,33.7385914,-118.2806056
El Mezcal Mexican Restaurant,38.197170199999995,-120.68350219999999
Jimboy's Tacos,38.664688999999996,-121.22504599999999
Tacos Xochimilco,37.7714746,-122.2098541
M&C Grill Sports Bar,33.6423026,-117.5749183
Tito's LaEspecial,33.760245,-117.87276279999999
Almas Mexican Food,40.9046814,-124.080564
King Taco # 1,34.09406,-118.226508
California Tacos,36.5410265,-119.39091769999999
Tacos La Nueva,38.618432899999995,-121.41421299999999
Las Islas Maria,34.0700964,-117.3785496
Wahoo's Fish Taco,34.171816,-118.56786299999999
Chio's Tacos,34.092020399999996,-117.31350379999999
Taco Bell,33.9545002,-116.5018248
Del Taco,33.823416699999996,-116.5277203
Rosa Maria's Mexican Food,34.122767599999996,-117.19517979999999
El Callejon Encinitas,33.047741,-117.293583
Arco Iris Juice Bar & Restaurant,34.196019,-119.177224
El Agave Taqueria,39.042131999999995,-121.093599
Casa Maria,36.8077635,-119.70702589999999
Taco Bell,36.8366235,-119.789705
Rubio's Coastal Grill,33.192389999999996,-117.25434
Que Viva,38.6577282,-120.97316169999999
Playa Linda Taqueria,38.6905757,-121.4565451
Adalberto's Méxican Food Restaurant,38.789578,-121.223699
Amigos De Acapulco,39.7252316,-121.835898
Del Taco,40.1830101,-122.2208752
Taqueria La Estrella,37.808423499999996,-121.21708339999999
Stand Up Tacos,34.0707082,-117.922767
The Galley Fish Tacos,34.4824379,-117.33814919999999
Compadres Estilo Tijuana,36.2486495,-119.7807083
Yona Redz,34.4177392,-119.69631609999999
Doña Marta's,34.018873899999996,-118.1512781
Guerrero's Taqueria 2,37.6606714,-122.4785508
Chacho's,37.3352916,-121.8875568
Puerto Azul Restaurant,37.310226,-121.9018507
Birrieria El Primo,37.2600848,-121.80776259999999
Chipotle Mexican Grill,37.3830938,-121.8967541
Linda's Mexican Restaurant,37.3474031,-121.86741289999999
Mariscos Baja,34.053806099999996,-117.77558339999999
Mi San Salvador,33.9588682,-118.2227405
Taqueria Mi sazon,37.714577999999996,-122.44291
El Nuevo Mexicali III,36.125705499999995,-118.8228675
Balbuena's Mexican Restaurant,33.9366457,-118.2827938
Boca Del Rio,34.0413986,-117.9497904
Mofongos,34.175454099999996,-118.3812174
The Pollo L.A.,34.0626543,-118.29108289999999
Tacos El Gavilan,34.0977289,-118.3438587
Continental Bakery,34.259247099999996,-118.43298109999999
Isabella's Bar & Grill,37.3623881,-120.5963238
Limeña Peruvian Eatery,34.1737799,-118.8431454
El Burrito,38.6588531,-121.5114675
Tacos Juliet,33.9346879,-118.26537959999999
Green Onion,33.945298,-117.28086789999999
El Parque,33.362391699999996,-117.206475
Frida Mexican Cuisine – Beverly Hills,34.063687,-118.39881
Taco Plus,34.0398645,-118.4627366
Don Cuco Mexican Restaurant,34.1524169,-118.34247859999999
Anita's Mexican Restaurant & Cantina,33.1765165,-117.3629004
Rosarito,34.4118151,-119.856956
TACOS EL PUEBLA,34.2010765,-118.5801467
GREEN BURRITO,33.9393306,-117.9564417
Tacos El Paisa,34.0998616,-117.68216079999999
Carnitas El Rincon,37.338532099999995,-121.8420555
Guadalajara Birreria y Taqueria,34.0545609,-117.7639514
Chavinda Taqueria,36.9693987,-120.0627708
Tu Madres Cantina & Grill,33.6857261,-116.2682335
La Fuente Mexican Restaurant,34.447454799999996,-119.2427546
Taqueria Santa Barbara,34.4234333,-119.70526579999999
Maria's Mexican Restaurant,33.807137499999996,-118.3576777
Paraiso,34.049965199999995,-118.24631289999999
Rubio's Coastal Grill,33.570583,-117.71383999999999
Juanito's Tacos,34.018805199999996,-118.23799749999999
Ole Ole Burrito Express,37.800439499999996,-122.21559579999999
Chipotle Mexican Grill,37.8231593,-122.0040949
Taqueria Morelos #2,33.1262113,-117.08508529999999
El Torito,33.853247599999996,-118.1419116
Aztec Grill,40.9392493,-123.629263
Mariscos El Pescador,36.8219965,-119.7735324
Mexican Imports,36.7362483,-120.0598801
El Taco De Guadalajara,34.2740134,-119.2433337
El Epazote Restaurant,36.8514279,-121.3992564
La Primavera,33.8187212,-117.8355411
Ah-Jijo! Mexican Grill,32.9167781,-117.12666829999999
Tacos Mexico Echo Park,34.0828567,-118.25980249999999
Papi Tio's Tacos,36.7577315,-119.81494359999999
Jimboy's Tacos,38.7060648,-121.3264202
Taco Bell,38.5253021,-121.46505359999999
Pico De Gallo Mexican Food,36.8226623,-119.809208
El Pollo Loco,33.874977,-118.152
El Burrito Grill,33.832472599999996,-118.12555789999999
Zendejas Mexican Restaurant,34.1061111,-117.81833329999999
Rolberto's Taco Shop,32.7556101,-117.1074245
Chipotle Mexican Grill,38.6386761,-121.5049854
Don Fili's Grill,37.7323678,-120.94250369999999
Coliman Mexican Food,32.6908272,-117.10359899999999
Tacos El Tizon 2,34.950981999999996,-120.438553
El Milagro Restaurant # 2,36.6723235,-121.6293484
La Bendición Taqueria y Restaurant,36.7649395,-121.7572766
El Baja,34.0997734,-117.4099579
El Grullense Jal,36.8537442,-121.40172319999999
Taqueria La Nueva Vallarta,38.7892459,-121.2824467
El Burrito Loco Taco Truck,37.2314723,-121.77950129999999
Taco Factory,35.7757459,-119.24702169999999
Tacos Chidos,34.001999999999995,-118.4693946
Our Place Restaurant,33.9378998,-117.2452539
Doña Leo Restaurant,36.6732969,-121.654232
GUACS Woodfire Mexican Grill,33.9756424,-117.8368555
Oaxaco Restaurant,34.199135,-119.18063099999999
Azúcar Lounge,37.7739693,-122.4116315
Tacos El Tizon 3,35.28856,-120.665543
Jalisciense Restaurant,37.1243711,-121.65101589999999
La Cresta Restaurant & Taco Shop,32.8109076,-116.86405549999999
La Cresta Restaurant and Caffé,32.8110351,-116.8640289
Alberto's Mexican Food,34.106991799999996,-117.5969975
Cafe Rio Mexican Grill,36.855496099999996,-119.7869487
Chipotle Mexican Grill,38.7895086,-121.2809068
Lorena's Taqueria,36.2138838,-121.12500089999999
Casamigo Restaurant,36.8941131,-121.7761384
Ramones Mexican BBQ,33.292772,-117.34832109999999
Grace Deli & Cafe,37.3288192,-121.8916366
Mi Jalisco Mexican Grille,39.7226435,-121.8466917
Taqueria Don Lupe,33.9940703,-118.2781407
Tacos Uruapan Food Truck,37.6212649,-122.0997876
Deli-icious Cafe,33.8098933,-117.907348
Del Taco,34.983557999999995,-118.948915
Eddie's Cocina Authentic Mexican,39.1495874,-123.2083406
Angelo's Burgers,33.1997755,-117.3831615
Del Taco,33.795940699999996,-118.1082307
Del Taco,34.1475814,-118.133056
South Beach Bar & Grille,32.747443,-117.25233899999999
Panchitos Mexican Food,36.9595397,-120.05377849999999
Carmelita's Méxican Restaurant,38.7423289,-121.29087159999999
Del Taco,33.8033469,-118.0106916
Taqueria Gudino,35.8037694,-119.10605009999999
Ensenada's Mexican Food,32.8545422,-116.98365439999999
Hacienda Grill,34.2431693,-116.8905185
Tacos Tamix Mexican food truck,34.0128769,-118.4176226
Los Pepes Mexican Grill,33.7570744,-116.389873
El Pollo Loco,33.78669,-117.95902
Phở 45,33.7736762,-117.9712199
Troca De Tacos La Cascada,33.7587443,-117.86858079999999
Mariscos Vista Del Mar,33.8103718,-118.0109743
Un Big Burrito,34.1941437,-118.4497485
Rancho del Zocalo Restaurante,33.812969599999995,-117.9195221
Taco Bell,34.1302478,-118.05499429999999
Flacos,37.854096299999995,-122.2690267
Taqueria Robles,34.9515719,-120.43284159999999
Dos Amigos Tortas,34.121583799999996,-117.21031699999999
Alta California Fonda,34.0486606,-118.3538545
El Bronco Taqueria,34.0445288,-118.35811659999999
Las Isletas Restaurant,37.737069399999996,-122.3901444
Tony's Tacos,36.3125675,-119.2251232
"D'Poly Taco, Grill & Beer",32.79256,-115.57159899999999
Los Cantaros,37.8091803,-122.2565669
El Huarache Loco,35.771349,-119.24641
Lupita's Tacos,36.3841268,-119.2964394
Nory's Restaurant,33.6246857,-117.71448459999999
San Pablo Billiards,37.955208899999995,-122.3471883
El Campestre Dos Restaurant,37.3139974,-121.0224454
Taco Bell,37.3088962,-121.0190556
Taqueria El Taco Loco #7,34.018515,-118.29994699999999
Chronic Tacos,33.1359481,-117.1797167
Primos Mexican Food,32.9940857,-117.2550996
El Burrito Loco,35.5939793,-119.33402919999999
El Favorito Taqueria,39.2328092,-121.038282
Q's Tacos Restaurant,33.511679799999996,-117.15924009999999
Taqueria los hermanos #2,34.5292872,-117.3205847
Tacos Juanita's Estilo Mezcala,37.6533517,-122.433055
Marthas Tamales ( Traila Truck ),37.6059536,-120.99403989999999
Cecilia's Restaurant,36.750415,-120.38598999999999
El Caserio Restaurant,34.0777656,-118.28059499999999
Taqueria Azteca,37.4271852,-122.143957
Tacos El Palomas,33.8910465,-118.19278469999999
Ponce's Mexican Restaurant,32.7634628,-117.1082107
Rigoberto's Taco Shop,32.7786737,-117.0187314
Estancia at The Grand Conquista,34.0038266,-117.72437439999999
Pancho Villas Restaurant,37.98647,-122.58224
Park Avenue Restaurant Polynesian and Mexican Store,33.9749603,-117.3659134
Brazuca Brazilian Cuisine,33.897486,-118.396442
El Huarachito Casero,34.259478,-118.43157099999999
Mi Casita Mexican Restaurant,36.605723999999995,-119.53137
La Buena Taqueria and More,36.9154374,-121.77504119999999
Hortencias OC Mexican grill,33.8035115,-118.07559699999999
El Ensenada Express,33.770345,-117.851676
El Palacio Restaurant & Night Club,34.0373849,-117.95069
El Toro Bravo,33.6437129,-117.9221288
Taqueria HOY!,33.7911388,-117.83512429999999
Rubio's,33.977652,-118.39147899999999
Taqueria Los Compadres,36.7696894,-119.79021379999999
Tacos el pleve,33.984989399999996,-118.0570965
Fresh Burrito Mexican Grill,34.2483825,-119.19700309999999
Alberto's Mexican Food,34.073705499999996,-117.6698081
Los Portales Taco Shop,33.639396,-117.16723569999999
El Pollo Loco,34.195248,-118.35018
Los Pilares,34.2648587,-118.4235097
TAQUERIA VIVA VILLA MARKET,34.063142,-117.47586
Lena's Cantina,39.8113369,-120.467755
Panadería Guila,34.090406,-118.3132497
Los Primos TACO Truck,34.0030237,-118.4343426
Vallarta#2,33.8700715,-117.5675265
Del Taco,33.9457259,-117.41755339999999
Miguel's Jr.,33.909385199999996,-117.45618169999999
taco mania,33.9906754,-117.3488407
Rancho La Perla Restaurant,33.9187358,-117.4457182
Mr Pepe's,33.9921623,-118.0917255
Tacos Gamboa,33.896284,-118.1972883
Parra's,37.7772107,-122.22459549999999
El Portal Restaurant,35.3338618,-119.0761033
Del Taco,34.0779345,-117.61042789999999
Chipotle Mexican Grill,32.9812866,-117.2497982
Mariscos Tacos Grill,33.7884101,-117.80553429999999
La Parrilla Mexican Restaurant & Bar,37.6679897,-120.9931433
Chili's,37.6888109,-121.0541136
Mariscos 4 Vientos,34.0215551,-118.21399459999999
Asadero Neighborhood,32.6788216,-115.50217359999999
Taqueria Hidalgo,37.477693699999996,-120.8670243
Taco Bell,37.6104029,-120.9747367
Susy’s Méxican Food,37.9667889,-121.2969194
Casa Flores Restaurant Authentic Mexican,38.019633,-121.2985829
Las Delicias Cafe,34.273016999999996,-119.26167
MIA'S Tacos,36.3120417,-119.21843039999999
Taqueria Vallarta,37.764581899999996,-122.41983769999999
Delicias Taqueria,36.913232199999996,-121.7559342
Tacos Panchito,33.8774091,-117.59445249999999
Eriberto's Taco Shop,32.701901299999996,-117.0302729
Tacos Mexico,34.470813299999996,-117.3391987
Taco Bell,39.7553276,-121.85950249999999
Raul's Mexican Food,33.046171199999996,-117.2941785
Molcajete Cocina Mexicana,37.8061782,-122.2668621
Menudo Y Quesadillas,33.9322947,-118.278275
La Chaparrita,37.6338875,-122.06348129999999
20/20 Bar & Grill,34.057983799999995,-117.74981389999999
Daisy's Taqueria,37.685803899999996,-122.399777
Taco Bell,33.6305794,-117.7173447
Amigos,36.2292962,-119.3315243
Mi Lindo Michoacan,38.4220756,-122.71436539999999
Taco Bell,38.3357196,-122.6776883
Mariscos Los Altos,37.7392349,-121.42368309999999
El Pollo Campeon,34.282237099999996,-118.4411894
El Taco Loco,35.3169132,-119.05635269999999
Taqueria Monte Alban,33.690103,-116.18335599999999
El Pollo Loco,36.808247,-119.70232999999999
Misky Misky Cocina Peruana,34.073896,-117.873311
Smart Choice Supermarket,33.8865518,-118.0835389
El Flamin Taco,34.097415999999996,-118.32400659999999
LA GRANA FISH,37.774977199999995,-122.22685489999999
La Hacienda Petaluma,38.2361259,-122.62274169999999
Los Primos Birria,32.609872599999996,-117.0683346
Taco Station,33.984812999999995,-117.378288
Tropical Oasis,32.629078899999996,-117.04583769999999
Taqueria El Paisa@.com,37.7708401,-122.21117609999999
"Casa de Freds, Tacos y Tequila",32.7524659,-117.19414979999999
Birrieria Esquivel,33.9557571,-118.21250149999999
Don Baja Grill,34.1148914,-117.7749613
Tacko,37.7982933,-122.4358822
Carrillo's Restaurant Taqueria,36.7283779,-119.76330139999999
Chipotle Mexican Grill,33.978883499999995,-118.370701
PaPa Pancho's Taqueria,37.6800827,-122.1280086
King Taco # 20,34.076188,-118.02137499999999
Xécora Gastronomía Urbana,34.091346699999995,-118.01534459999999
Tequilas Cantina & Grill,34.1655404,-118.3534542
Hercules Burgers,33.788063099999995,-117.8192426
Del Taco,33.8345683,-117.8384292
Diana's Mexican Food Products Inc,34.0574422,-118.01584179999999
Tortas Ahogadas El Rey,33.9804436,-118.2256395
Los Yaquis,37.746904799999996,-122.4137818
Peter's El Loco,34.0669,-117.92618999999999
El Torito,34.1509581,-118.447662
Mezcalito Oaxacan Cuisine,38.792313899999996,-121.2345572
TANTO Japanese Restaurant,37.352633,-122.0039537
Micheladas Mexican Grill,34.416298499999996,-118.45112049999999
Guelaguetza Restaurant,34.0524074,-118.3006681
Chipotle Mexican Grill,33.800772099999996,-116.52167569999999
Taco Bell,37.335789,-121.8926271
Hecho En Mexico Taqueria,38.273071099999996,-121.9594377
Baja Fresh Mexican Grill,34.0659646,-117.2695825
Yahaira's Cafe,34.1456853,-118.1359605
Guacamole Grill,33.8457206,-118.0628637
Baja Fresh Mexican Grill,34.4698856,-117.35089409999999
KALIENTE RESTAURANT,37.965039999999995,-122.3145605
Rosales Mexican Restaurant,34.4242779,-119.6833015
Tasty Chicken,34.1223149,-117.5940414
El Pollo Loco,38.587654,-121.41489
La Costeña,37.3973873,-122.061104
Beach House Tacos,34.2758781,-119.2905097
Taco Bell,34.2713701,-118.77117899999999
1st Street Burger House,33.7459468,-117.8379428
Kico's Méxican Food,38.595833299999995,-121.4094444
Del Taco,33.715568399999995,-117.9642702
Tacos La Villa,35.3366036,-119.00347049999999
Pollo Del Norte,35.3712228,-118.97121179999999
El Jardin,37.4971631,-120.84484739999999
Casa Torres Restaurante y Cantina,34.2985207,-118.44121639999999
Maya's restaurant,34.2015004,-118.3728572
Fasika Ethiopian Restaurant,36.8031447,-119.79013909999999
China's Alley,36.2029455,-119.0914669
Los Pancho's Taco Shop,32.6164284,-117.0699463
La Casita OC,33.8359926,-117.8512672
Sonora Grill,33.9182971,-117.2442045
Metro Taquero,37.6661303,-122.1049968
Taco Bell,37.6197069,-122.0361049
La Olla Mexican Grill,34.001064,-117.8127038
Antojitos Tenampa,32.7422251,-117.02672899999999
Mi Amigo Restaurant and bakery,33.383632999999996,-117.25118499999999
Taqueria Don Chepe,37.666255,-121.87382
Leo's Mexican Food,33.885248,-118.3611447
El Huero Drive Thru,34.024803399999996,-118.2778659
Taco Bell,34.0111948,-118.3384765
Alfonso's Carniceria y Taqueria,36.575177599999996,-119.6223024
DON SALSA'S TAQUERIA,36.7577435,-119.81721189999999
Garcia's Taqueria,37.362133,-122.0243301
Lupulandia Brewing,37.761123399999995,-122.4191329
