name,city,rating,num_of_reviews,category
Sylvia's Pupusería,Los Angeles,2.3,34,['Mexican restaurant']
Fuego,Los Angeles,2.5,19,['Mexican restaurant']
El Rey Agave,Huntington Park,2.6,10,['Mexican restaurant']
Mexicalpan,Los Angeles,2.7,41,['Mexican restaurant']
Tacos El Bronco,Los Angeles,2.0,40,"['Mexican restaurant', 'Latin American restaurant']"
Tacos a Cabron #2,Los Angeles,1.9,45,['Mexican restaurant']
Tacos Avalos Birria de res estilo T.J.,Los Angeles,2.5,17,['Mexican restaurant']
Taco mixes,Los Angeles,1.6,12,['Mexican restaurant']
Tacos El Guero #1,Los Angeles,2.3,42,['Mexican restaurant']
Birrieria Esquivel,South Gate,1.8,14,['Mexican restaurant']
Tacos Los Carnalillos Taco Truck 2,Los Angeles,1.8,63,['Mexican restaurant']
Tacos Huetamo,Los Angeles,2.0,24,['Mexican restaurant']
Balbuena's Mexican Restaurant,Los Angeles,1.9,59,['Mexican restaurant']
Menudo Y Quesadillas,Los Angeles,2.3,25,['Mexican restaurant']
Tacos Juliet,Los Angeles,1.7,17,['Mexican restaurant']
Hidalgo Tacos,Los Angeles,1.9,14,['Mexican restaurant']
SALVIMEX110 RESTAURANT & BAR,Gardena,2.3,105,"['Latin American restaurant', 'Mexican restaurant']"
Tacos El Tio,Gardena,2.6,15,['Mexican restaurant']
Tia's Laura Mexican Food,Gardena,1.8,13,['Mexican restaurant']
Delicias Oaxaqueñas,Lynwood,1.7,40,['Mexican restaurant']
Alexander's World Famous Tortas,East Compton,2.5,145,['Mexican restaurant']
Tacos Raul,Compton,1.9,19,['Mexican restaurant']
El Pollo Loco,Burbank,1.3,396,['Mexican restaurant']
El Tio Restaurant,Lynwood,1.5,16,['Mexican restaurant']
Ricos Tacos,Compton,1.2,12,['Mexican restaurant']
Juanita's Tortilleria,Compton,2.7,37,['Mexican restaurant']
Ana’s La Gran Fonda / Bionicos,Gardena,2.0,26,['Mexican restaurant']
Chuys tacos & bionicos,Lynwood,2.3,48,['Mexican restaurant']
Tacos Estilo Guadalajara,Downey,2.0,112,['Mexican restaurant']
El Pollo Habanero,South Gate,2.3,45,['Mexican restaurant']
Mariscos Yucatan,South Gate,2.2,55,['Mexican restaurant']
taide's bionicos,South Gate,2.3,29,['Mexican restaurant']
El Quiubole,Cudahy,2.2,73,['Mexican restaurant']
Guadalajara Meat Market,South Gate,3.1,15,['Mexican restaurant']
Viva Mexico,Lynwood,2.0,27,['Mexican restaurant']
Birria Estilo Tlaquepaque,Compton,1.9,24,['Mexican restaurant']
Tacos Gamboa,East Compton,2.4,22,['Mexican restaurant']
Taqueria Lolita,Compton,2.1,19,['Mexican restaurant']
Tacos El Palomas,Compton,2.4,64,['Mexican restaurant']
Los Güeros Comida Mexicana & Tacos Al Vapor,Compton,3.0,13,['Mexican restaurant']
Mariscos Alas,Paramount,2.3,94,"['Mexican restaurant', 'Latin American restaurant']"
Las Enchiladas Restaurant,South Gate,1.7,24,['Mexican restaurant']
Mariscos El Costeño Mexican Restaurant,South Gate,2.1,31,['Mexican restaurant']
Tacos Estilo Guadalajara,Downey,2.2,477,['Mexican restaurant']
Birrieria Guadalajara,South Gate,2.3,20,['Mexican restaurant']
Los Cabos Grill & Cantina,Downey,1.3,15,['Mexican restaurant']
Tortas Brabras,Downey,1.2,17,"['Latin American restaurant', 'Mexican restaurant']"
Lupita's Express,Downey,2.9,19,['Mexican restaurant']
MJ CAFE,Commerce,2.5,6,['Mexican restaurant']
Leyva's Mexican Food,Bell Gardens,2.3,23,['Mexican restaurant']
Toros Meat Market,Bell,1.5,12,['Mexican restaurant']
La Tripa Veloz,Cudahy,2.0,138,['Mexican restaurant']
Tacos Mexico,Bell,1.9,523,"['Mexican restaurant', 'Latin American restaurant']"
Corazon y Miel Closed,Bell,3.1,15,['Latin American restaurant']
Paletas y Nieves Limon,Maywood,2.4,43,['Mexican restaurant']
Terraza Tequila,Maywood,0.8,11,['Mexican restaurant']
El Piquin Mexican Grill,Maywood,1.9,12,"['Mexican restaurant', 'Latin American restaurant']"
Taqueria Truck,Vernon,2.4,59,['Mexican restaurant']
Taqueria Los 3 Carnales,East Los Angeles,1.1,34,['Mexican restaurant']
Simon's Restaurant,East Los Angeles,1.8,40,['Mexican restaurant']
Las Champas 12,East Los Angeles,1.8,63,['Latin American restaurant']
Commerce Birrieria,Commerce,2.8,10,['Mexican restaurant']
Cocina Los V,Los Angeles,1.8,14,['Mexican restaurant']
BARBACOA MORALES,Commerce,2.5,13,['Mexican restaurant']
Antojitos Denises,Los Angeles,2.7,15,['Mexican restaurant']
Restaurante El Gordo,Los Angeles,2.3,154,['Mexican restaurant']
Birrieria Nochistlan,Los Angeles,2.4,53,['Mexican restaurant']
Las Nuevas,Los Angeles,2.3,19,['Mexican restaurant']
Los Famosos Tacos Al Carbon,Los Angeles,2.3,46,['Mexican restaurant']
La Cocina By: Don Manuel,Los Angeles,1.8,22,['Mexican restaurant']
Z’s,Montebello,2.7,25,['Mexican restaurant']
East Los Tacos,Los Angeles,2.1,96,['Mexican restaurant']
Tacos El Pelon,East Los Angeles,2.0,83,['Mexican restaurant']
ZAMORA BROS. EAST LA,East Los Angeles,2.4,19,['Mexican restaurant']
Doña Marta's,Los Angeles,1.4,71,['Mexican restaurant']
Lolita's Tamales,East Los Angeles,1.7,117,['Mexican restaurant']
Marisco & Tacos,East Los Angeles,1.6,19,['Mexican restaurant']
"tacos ""la chapis""",East Los Angeles,2.2,19,['Mexican restaurant']
Nuevo Amanecer,Montebello,2.7,15,['Mexican restaurant']
Viva Zapata Restaurant & Cafe,South El Monte,2.1,30,['Mexican restaurant']
El Chamango,El Monte,1.5,59,['Mexican restaurant']
King Taco # 20,El Monte,1.7,1429,"['Mexican restaurant', 'Latin American restaurant']"
Viva Baja Grill,Rosemead,3.1,23,['Mexican restaurant']
America's most wanted menudo,Pico Rivera,2.0,15,['Mexican restaurant']
Tacos al Vapor Estilo Guadalajara,Pico Rivera,2.4,49,['Mexican restaurant']
Tacos Coco's Restaurants,Pico Rivera,2.3,26,['Mexican restaurant']
El Patio Mex Grill,Montebello,2.3,33,['Mexican restaurant']
Mr Pepe's,Pico Rivera,2.4,48,['Mexican restaurant']
The Patio Express: Fresh Peruvian Food,Pico Rivera,2.3,20,['Peruvian restaurant']
Tacos Estilo Sinaloa,Downey,2.5,23,['Mexican restaurant']
Lunch Taco Truck,Whittier,2.2,19,['Mexican restaurant']
Waffles N Cream,Santa Fe Springs,2.8,24,['Mexican restaurant']
Casa Gazcón Mexican Grill,Santa Fe Springs,2.3,93,['Mexican restaurant']
Mi Patria Restaurant,Pico Rivera,2.2,103,['Peruvian restaurant']
Tacos el pleve,Whittier,3.1,11,['Mexican restaurant']
Mariscos El Pargo,Whittier,1.5,57,['Mexican restaurant']
Taco Lulu Mexican Food & Catering,Whittier,2.5,21,['Mexican restaurant']
Taco Lullus,Whittier,2.3,35,['Mexican restaurant']
tacos super gallito,Whittier,1.8,23,['Mexican restaurant']
El Chilango Tacos,Whittier,1.6,13,"['Mexican restaurant', 'Latin American restaurant']"
Jose's Tacos Truck,Whittier,2.6,11,['Mexican restaurant']
Taqueria Guerrero,Madera,2.3,19,['Mexican restaurant']
T&L POLLOS GRILLED & ROTISSERIE CHICKEN,Whittier,2.4,57,['Mexican restaurant']
La Pancita Feliz,Whittier,2.9,24,['Mexican restaurant']
Taco Shack,Whittier,2.3,14,"['Latin American restaurant', 'Mexican restaurant']"
TAQUERIA LA GUADALUPANA,City of Industry,2.6,30,['Mexican restaurant']
GREEN BURRITO,La Habra,2.4,17,['Mexican restaurant']
Castañedas Mexican Food,La Habra,2.5,28,['Mexican restaurant']
La Casita Poblana,La Puente,2.7,32,['Mexican restaurant']
Ramírez Taqueria,La Puente,2.7,33,['Mexican restaurant']
Boca Del Rio,La Puente,2.2,905,['Mexican restaurant']
El Palacio Restaurant & Night Club,La Puente,1.9,136,['Latin American restaurant']
Tic Tac Restaurant,La Puente,1.9,32,['Mexican restaurant']
Rincon De Guayabitos,La Puente,2.4,41,['Mexican restaurant']
Guacs Mexican Grill,City of Industry,1.5,31,['Mexican restaurant']
Carniceria La Esperanza,La Puente,2.3,49,['Mexican restaurant']
Taqueria Los Tres Amigos Inc.,Baldwin Park,2.1,39,['Mexican restaurant']
Merendero San Marcos,City of Industry,3.1,16,['Mexican restaurant']
Los Mariscos La Puente,La Puente,2.6,19,['Mexican restaurant']
Diana's Mexican Food Products Inc,El Monte,1.9,383,"['Mexican restaurant', 'Latin American restaurant']"
Taqueria La Cabaña E&E,El Monte,2.2,63,['Mexican restaurant']
Pollo Rico,El Monte,1.5,20,"['Mexican restaurant', 'Latin American restaurant']"
El Sol Restaurante,El Monte,2.0,28,['Mexican restaurant']
Cowboy Burgers & BBQ,Baldwin Park,1.6,22,['Mexican restaurant']
Tony Mariscos Restaurant,Baldwin Park,2.3,80,['Mexican restaurant']
Estrella Market & Liquor,Baldwin Park,1.9,37,['Mexican restaurant']
Casa Guerrero,Baldwin Park,2.2,78,['Mexican restaurant']
Mariscos Uruapan Restaurant,Baldwin Park,2.2,635,['Mexican restaurant']
Mi Lindo Oaxaca Restaurant,Baldwin Park,2.5,63,['Mexican restaurant']
Rero's Burrito Co,West Covina,3.2,38,['Mexican restaurant']
Peter's El Loco,West Covina,2.2,320,['Mexican restaurant']
Los Alazanes Mexican Food,Duarte,2.8,12,['Mexican restaurant']
Xécora Gastronomía Urbana,El Monte,2.4,192,['Mexican restaurant']
CAMICH FT,Azusa,2.7,31,['Mexican restaurant']
Don Gerardo's Restaurant,El Monte,2.2,80,['Mexican restaurant']
Babita Mexicuisine,San Gabriel,2.7,51,['Mexican restaurant']
Del Mar Cafe,San Gabriel,2.5,39,['Mexican restaurant']
Taco Bell,Alameda,1.3,88,['Mexican restaurant']
Carniceria Las Glorias market #2,Azusa,2.9,20,['Mexican restaurant']
Tierra Caliente Mexican Food,Azusa,2.9,21,['Mexican restaurant']
Stand Up Tacos,West Covina,2.1,93,['Mexican restaurant']
Zapopana's café Tortas Y Raspados,Covina,2.2,62,['Mexican restaurant']
Misky Misky Cocina Peruana,West Covina,2.6,721,['Peruvian restaurant']
El Valiente Mexican Grill,Covina,1.6,13,['Mexican restaurant']
Tacos Los Potrillos,West Covina,2.7,10,['Mexican restaurant']
GUACS Woodfire Mexican Grill,Diamond Bar,2.1,34,['Mexican restaurant']
Intiraymi Restaurant Peruvian Cuisine,Diamond Bar,2.3,55,['Peruvian restaurant']
La Olla Mexican Grill,Diamond Bar,1.9,13,['Mexican restaurant']
Mariscos Baja,Pomona,1.6,48,['Mexican restaurant']
20/20 Bar & Grill,Pomona,1.6,76,['Mexican restaurant']
El Pirata Mexican seafood,Diamond Bar,3.1,40,['Mexican restaurant']
El Buen Taco,Pomona,1.8,27,['Mexican restaurant']
Guadalajara Birreria y Taqueria,Pomona,1.9,28,['Mexican restaurant']
Cardenas Markets,Pomona,1.4,447,"['Latin American restaurant', 'Mexican restaurant']"
Corazon Urban Kitchen,Pomona,2.5,48,['Mexican restaurant']
F.S. Mexican Food,San Dimas,2.0,38,['Mexican restaurant']
Zendejas Mexican Restaurant,San Dimas,2.1,537,['Mexican restaurant']
El Patron II Authentic Mexican Food,La Verne,2.3,61,['Mexican restaurant']
Raffa's Carniceria Panaderia Taqueria #3,Pomona,2.3,59,['Mexican restaurant']
Don Baja Grill,La Verne,3.1,25,['Mexican restaurant']
Tacos El Paisa,Upland,2.5,129,['Mexican restaurant']
Habanero's Mexican Food,Montclair,2.4,40,['Mexican restaurant']
La Michoacana,Montclair,2.0,21,['Mexican restaurant']
Tacos El CUÑADO,Pomona,2.8,19,['Mexican restaurant']
Super Taco,Montclair,2.1,31,['Mexican restaurant']
Churros y raspados,Chino,2.5,30,['Mexican restaurant']
Estancia at The Grand Conquista,Chino,2.1,14,['Mexican restaurant']
LA ESTRELLA LATINA,Ontario,2.0,54,['Mexican restaurant']
Tortas El Guero,Ontario,2.3,33,['Mexican restaurant']
Alberto's Mexican Food,Ontario,1.6,664,"['Mexican restaurant', 'Latin American restaurant']"
El Borrego Restaurant,Chino,2.7,21,['Mexican restaurant']
Alberto's Mexican Food,Ontario,1.8,20,['Mexican restaurant']
Del Taco,Bakersfield,1.6,700,['Mexican restaurant']
Taco Nacion,Ontario,2.3,19,['Mexican restaurant']
South Tacos R&R,Ontario,2.1,26,['Mexican restaurant']
Del Taco,Bakersfield,1.7,964,['Mexican restaurant']
Senor Baja,Rancho Cucamonga,2.5,50,"['Mexican restaurant', 'Latin American restaurant']"
Tasty Chicken,Rancho Cucamonga,2.7,57,"['Latin American restaurant', 'Mexican restaurant']"
Alberto's Mexican Food,Ontario,1.7,792,['Mexican restaurant']
Taco Bell,Alameda,0.6,17,['Mexican restaurant']
Chile Red,Rancho Cucamonga,2.2,69,['Mexican restaurant']
Tacos los carnales,Rancho Cucamonga,2.6,21,['Mexican restaurant']
TAQUERIA VIVA VILLA MARKET,Fontana,2.1,1042,['Mexican restaurant']
EL OASIS FRUTAL,Fontana,2.2,11,['Mexican restaurant']
The Fifth Lounge,Fontana,1.9,69,['Mexican restaurant']
El Portal,Fontana,1.8,25,['Mexican restaurant']
El Baja,Fontana,2.3,512,['Mexican restaurant']
La Auténtica Michoacána,Rialto,1.7,48,['Mexican restaurant']
Birrieria Gonzalez,Fontana,2.5,63,['Mexican restaurant']
DF Tamales,Rialto,2.4,56,['Mexican restaurant']
El Mesquite Restaurant,Bloomington,1.8,17,['Mexican restaurant']
Baker's Drive-Thru,Rialto,1.9,962,['Mexican restaurant']
Armando's Mexican Food,Rialto,2.8,14,['Mexican restaurant']
Tacos Martin,Muscoy,2.0,29,['Mexican restaurant']
Baker's Drive-Thru,Rialto,1.9,1070,['Mexican restaurant']
La Tapatia Tacos Y Tortas,Colton,2.3,21,"['Mexican restaurant', 'Latin American restaurant']"
Amapola Rico Taco,San Bernardino,1.8,1355,"['Mexican restaurant', 'Latin American restaurant']"
Chio's Tacos,San Bernardino,2.1,12,['Mexican restaurant']
Barbacoa de borrego estilo texcoco,San Bernardino,2.3,41,['Mexican restaurant']
Mi Casita Purepecha,San Bernardino,3.2,12,['Mexican restaurant']
El Pollo Loco,Burbank,1.8,523,['Mexican restaurant']
Paco's Tacos,Anaheim,2.2,72,['Mexican restaurant']
Taqueira San Miguel,Rialto,2.3,13,['Mexican restaurant']
Moreno's Rico Taco,San Bernardino,2.2,47,"['Mexican restaurant', 'Latin American restaurant']"
Del Rosa,San Bernardino,1.8,11,"['Mexican restaurant', 'Latin American restaurant']"
Guadalajaras Birrieria,San Bernardino,1.5,14,['Mexican restaurant']
Tukut Lounge at San Manuel Casino,Highland,2.1,28,['Mexican restaurant']
Oasis Burger,Highland,1.5,11,['Mexican restaurant']
Dos Amigos Tortas,Highland,2.3,634,['Mexican restaurant']
Rosa Maria's Mexican Food,Highland,2.4,463,['Mexican restaurant']
Bionicos Y Raspados Puebla,Victorville,2.0,12,['Mexican restaurant']
Taqueria los hermanos #2,Victorville,2.1,43,['Mexican restaurant']
Los Abuelos Family Restaurant,Victorville,3.1,12,['Mexican restaurant']
Taco Grande,Victorville,2.4,14,['Mexican restaurant']
Tortas Ahogadas Chapala Mexican Food in Victorville,Victorville,2.1,19,['Mexican restaurant']
La Baja Gourmet,Victorville,2.8,12,['Mexican restaurant']
The Galley Fish Tacos,Victorville,2.7,653,['Mexican restaurant']
Baja Fresh Mexican Grill,Firebaugh,2.1,53,['Mexican restaurant']
Del Taco,Bakersfield,1.0,60,['Mexican restaurant']
Tacos Mexico,Bell,1.9,1106,['Mexican restaurant']
Contigo Peru,Victorville,2.6,50,['Peruvian restaurant']
Casa Delicias,Hesperia,2.4,13,['Mexican restaurant']
Mija's Mexican Food,Hesperia,2.3,26,['Mexican restaurant']
Dunagan's Market,Adelanto,1.4,11,['Mexican restaurant']
Plata's Mexican Food,Barstow,2.6,19,['Mexican restaurant']
Hacienda Grill,Big Bear Lake,2.3,635,['Mexican restaurant']
Valenzuela's Cafe,Needles,2.4,14,['Mexican restaurant']
Marco's Restaurant,Westmorland,2.4,30,['Mexican restaurant']
"D'Poly Taco, Grill & Beer",El Centro,2.6,278,['Mexican restaurant']
El Merendero,El Centro,2.2,11,['Mexican restaurant']
Asadero Neighborhood,Calexico,1.9,60,['Mexican restaurant']
Crazy Bull Inc.,Calexico,2.1,32,['Mexican restaurant']
MR Tacos Inc,El Centro,2.2,21,['Mexican restaurant']
Mi Casita Restaurant,Holtville,2.4,19,['Mexican restaurant']
D Poly,Calexico,1.9,57,['Mexican restaurant']
Los Primos Mexican Food,Chula Vista,1.6,17,"['Mexican restaurant', 'Latin American restaurant']"
Valentinas Taco Shop,San Diego,1.7,82,['Mexican restaurant']
Tacos El Orejas,San Diego,1.5,16,['Mexican restaurant']
Fruit Palace,San Diego,2.7,40,['Mexican restaurant']
Birrieria And Menuderia Del Toro,Chula Vista,2.0,94,['Mexican restaurant']
Broadway Diner,Chula Vista,1.8,34,['Mexican restaurant']
Taqueria El Cino,San Diego,2.6,79,['Mexican restaurant']
Tortas Ahogadas El Gallito,Chula Vista,2.2,55,['Mexican restaurant']
Fruteria La Capirucha,Chula Vista,2.5,62,"['Latin American restaurant', 'Mexican restaurant']"
Karina's Mexican Seafood,Chula Vista,1.5,15,['Mexican restaurant']
Tropical Oasis,Chula Vista,2.2,83,['Mexican restaurant']
Los Pancho's Taco Shop,Chula Vista,2.0,532,"['Mexican restaurant', 'Latin American restaurant']"
Los Primos Birria,Chula Vista,2.4,221,['Mexican restaurant']
Mexipino Craft,Chula Vista,2.8,122,['Mexican restaurant']
Albeto’s Taco Shop,Chula Vista,1.8,10,['Mexican restaurant']
La Luz Ultralounge,Bonita,2.4,36,['Caribbean restaurant']
Eriberto's Taco Shop,San Diego,1.2,41,['Mexican restaurant']
Antojitos Tenampa,Lemon Grove,2.5,72,['Mexican restaurant']
MR TACOS,National City,3.0,10,"['Mexican restaurant', 'Latin American restaurant']"
Tacos La Mezcla,San Diego,3.2,10,['Mexican restaurant']
Tury's Tacos,San Diego,3.4,11,['Mexican restaurant']
La Fiesta,San Diego,2.3,19,['Mexican restaurant']
Papayin's Taco Shop Mexican Food,San Diego,2.2,33,['Mexican restaurant']
Los Burritos,National City,1.9,23,['Mexican restaurant']
Coliman Mexican Food,San Diego,1.6,28,['Mexican restaurant']
Diaz Brothers Mexican Catering,San Diego,1.8,16,['Mexican restaurant']
La Patrona Mexican Grill,San Diego,1.6,37,['Mexican restaurant']
La Morena Taco Shop,San Diego,1.8,13,['Mexican restaurant']
Mariscos La Morena,San Diego,2.1,22,['Mexican restaurant']
Rolberto's Taco Shop,San Diego,2.1,201,['Mexican restaurant']
Ponce's Mexican Restaurant,San Diego,2.6,782,['Mexican restaurant']
Taquería Zapata,San Diego,2.6,11,['Mexican restaurant']
Amorcito Corazón Mexican Bistro,San Diego,2.7,27,['Mexican restaurant']
Bravo Carne Asada & Beer,San Diego,3.1,19,['Mexican restaurant']
Al Teatro Panini Grill,San Diego,2.8,20,['Mexican restaurant']
Mama Testa,San Diego,2.3,15,['Mexican restaurant']
Mexicali Street Tacos,San Diego,2.5,10,['Mexican restaurant']
La Princesita Taco Truck,San Diego,1.7,23,['Mexican restaurant']
Sonora Express Mexican Fusión,San Diego,2.7,24,['Mexican restaurant']
Cocina Calavera,San Diego,2.5,13,"['Mexican restaurant', 'Peruvian restaurant']"
Sabor Mexican Grill,Lemon Grove,2.1,66,"['Mexican restaurant', 'Latin American restaurant']"
Rigoberto's Taco Shop,La Mesa,2.0,340,['Mexican restaurant']
Lolita's Mexican Food,San Diego,2.8,23,['Mexican restaurant']
Señor Burro,La Mesa,2.4,98,['Mexican restaurant']
El Mustacho,El Cajon,2.0,33,['Mexican restaurant']
Mi Taco Shop,El Cajon,2.6,33,['Mexican restaurant']
Daniel's Taco Shop,El Cajon,2.9,20,['Mexican restaurant']
Panda's Mexican Restaurant,El Cajon,1.9,114,['Mexican restaurant']
La Baja Mexican Food,Spring Valley,3.4,15,['Mexican restaurant']
La Cresta Restaurant & Taco Shop,El Cajon,3.0,40,['Mexican restaurant']
La Cresta Restaurant and Caffé,El Cajon,3.0,27,['Mexican restaurant']
Taqueria Monte Alban,Coachella,2.3,14,['Mexican restaurant']
Raspaditos,Twentynine Palms,2.9,12,['Mexican restaurant']
Chipotle Mexican Grill,Anaheim,2.1,47,['Mexican restaurant']
Mi Lindo Sinaloa Coachella,Coachella,1.6,11,['Mexican restaurant']
One Stop Taco Shop,Indio,1.6,10,['Mexican restaurant']
TQLAS,La Quinta,3.7,27,['Mexican restaurant']
Tu Madres Cantina & Grill,Indio,2.3,40,['Mexican restaurant']
Los Pepes Mexican Grill,Palm Desert,2.3,68,"['Mexican restaurant', 'Latin American restaurant']"
El Guero,Cathedral City,2.3,16,"['Mexican restaurant', 'Latin American restaurant']"
Chipotle Mexican Grill,Anaheim,1.8,258,['Mexican restaurant']
Del Taco,Bakersfield,1.6,1172,['Mexican restaurant']
Baja Springs,Palm Springs,2.8,30,['Mexican restaurant']
Taco Bell,Alameda,1.7,456,['Mexican restaurant']
Rosie's,Yucaipa,2.3,299,['Mexican restaurant']
La Michoacana,Montclair,2.1,42,['Mexican restaurant']
Los Portales Taco Shop,Murrieta,2.6,171,['Mexican restaurant']
Bionicos Y Jugos Guadalajara,Hemet,2.2,24,['Mexican restaurant']
Las Morelianas,Hemet,2.5,70,['Mexican restaurant']
El Ranchito Taco Shop,Hemet,2.2,263,"['Mexican restaurant', 'Latin American restaurant']"
Q's Tacos Restaurant,Temecula,2.7,19,['Mexican restaurant']
Rebel Tacos,Temecula,3.1,16,['Mexican restaurant']
El Dorado Mexican Food,Temecula,2.5,33,['Mexican restaurant']
The Mexico Cafe Temecula,Temecula,2.7,90,['Mexican restaurant']
Acapulco,Los Angeles,1.6,38,['Mexican restaurant']
e•'lo•te,Valley Center,2.8,15,['Mexican restaurant']
Jilberto's Taco Shop,Pauma Valley,2.1,280,"['Mexican restaurant', 'Latin American restaurant']"
Mr. Manitas Taco Bar and Fruteria,Julian,3.3,22,['Mexican restaurant']
Carmen's Place,Julian,2.2,40,['Mexican restaurant']
Ensenada's Mexican Food,Santee,3.0,34,['Mexican restaurant']
La Palapa Mexican Restaurant,Lakeside,2.4,37,['Mexican restaurant']
Cabanna Seafood and Grill,Escondido,2.1,28,['Mexican restaurant']
El Paiza Mex,Escondido,2.6,10,['Mexican restaurant']
Taqueria Morelos #2,Escondido,2.3,62,['Mexican restaurant']
Dos Vaqueros Mexican Food,Escondido,1.7,87,"['Mexican restaurant', 'Latin American restaurant']"
Ah-Jijo! Mexican Grill,San Diego,2.2,113,['Mexican restaurant']
El Torito,Burbank,1.9,35,['Mexican restaurant']
Mama Testa Taqueria,San Diego,3.2,18,['Mexican restaurant']
El Guero 2,Santee,2.1,17,['Mexican restaurant']
Rancho Viejo,Santee,2.8,32,['Mexican restaurant']
La Palapa Taco Shop,San Diego,3.0,18,['Mexican restaurant']
El Rey Moro Taco Shop,San Diego,2.3,82,['Mexican restaurant']
Qala Peruvian Seafood & Grill,San Diego,2.6,15,['Peruvian restaurant']
Karina's Cantina,San Diego,2.5,20,['Mexican restaurant']
Fiesta Mexican Grille,San Diego,2.5,20,['Mexican restaurant']
Chipotle Mexican Grill,Anaheim,2.0,174,['Mexican restaurant']
Primos Mexican Food,Solana Beach,2.3,58,['Mexican restaurant']
Oscar’s Mexican Seafood,Encinitas,2.2,23,['Mexican restaurant']
El Callejon Encinitas,Encinitas,2.4,15,"['Mexican restaurant', 'Latin American restaurant']"
Raul's Mexican Food,Encinitas,2.4,77,['Mexican restaurant']
Agave Birrieria,Encinitas,3.1,17,['Mexican restaurant']
Ramones Mexican BBQ,Agra,1.8,23,['Mexican restaurant']
Angelo's Burgers,Oceanside,1.9,855,['Mexican restaurant']
Anita's Mexican Restaurant & Cantina,Oceanside,2.4,505,['Mexican restaurant']
Davina's Mexican Restaurant,Oceanside,2.3,37,['Mexican restaurant']
Los Tacos,Oceanside,2.1,133,['Mexican restaurant']
Rubio's Coastal Grill,Laguna Niguel,2.1,220,['Mexican restaurant']
La Cocina del Abuelo - Food Truck,San Marcos,2.9,10,['Mexican restaurant']
Chronic Tacos,Dana Point,1.7,24,['Mexican restaurant']
Tortilleria Los Reyes,Vista,2.7,23,['Mexican restaurant']
El Parque,Fallbrook,2.4,230,['Mexican restaurant']
"MCX Food & Service Plaza, Camp Pendleton, CA",Oceanside,2.5,18,['Mexican restaurant']
Ramones Mexican BBQ,Agra,1.8,20,['Mexican restaurant']
Mi Amigo Restaurant and bakery,Fallbrook,2.8,36,['Mexican restaurant']
Tacos Mi Estilo Jalisco,San Marcos,2.3,10,['Mexican restaurant']
La Gordita Mexican Food,Murrieta,2.7,41,['Mexican restaurant']
Pepe's Tortas,Perris,2.4,97,['Mexican restaurant']
Tacos Campestre,Perris,2.8,14,['Mexican restaurant']
Taqueria El Zacatecano,Perris,2.0,49,['Mexican restaurant']
Taco Bell,Alameda,1.5,43,['Mexican restaurant']
Our Place Restaurant,Moreno Valley,2.6,114,['Mexican restaurant']
Taqueria Don Jose,Moreno Valley,1.6,13,['Mexican restaurant']
Sonora Grill,Moreno Valley,2.6,743,"['Mexican restaurant', 'Latin American restaurant']"
El Rancho Mexican Restaurant,Five Points,2.3,102,['Mexican restaurant']
Carnitas al Estilo Michoacan #2,Moreno Valley,1.5,18,['Mexican restaurant']
La Familia Restaurant,Loma Linda,2.7,15,['Mexican restaurant']
Baja Fresh Mexican Grill,Firebaugh,2.5,93,['Mexican restaurant']
El Tepeyac Restaurant,San Bernardino,2.0,54,['Mexican restaurant']
Taqueria Don Jose # 4,Colton,1.1,25,['Mexican restaurant']
Leno's Rico Taco,Colton,2.1,391,['Mexican restaurant']
Taqueria Y Pupuseria Zavala,Colton,1.5,21,['Mexican restaurant']
Taqueria El Limoncito,Colton,3.0,26,['Mexican restaurant']
Taco Bell,Alameda,0.2,16,['Mexican restaurant']
El Silencito,Riverside,2.0,42,['Mexican restaurant']
La Michoacana Restaurant,Grand Terrace,2.1,22,['Mexican restaurant']
Taqueria Mazatlan,Colton,2.2,15,['Mexican restaurant']
Fiestacos,Riverside,2.2,12,['Mexican restaurant']
Mariscos Las Reynitas,Riverside,2.2,73,['Mexican restaurant']
Taco Bell,Alameda,1.5,768,['Mexican restaurant']
Chronic Tacos,Dana Point,1.8,16,['Mexican restaurant']
Mexicali Bar & Grill,Riverside,2.5,27,['Mexican restaurant']
Green Onion,Moreno Valley,2.4,710,['Mexican restaurant']
taco mania,Riverside,2.1,16,['Mexican restaurant']
Tuition Tacos,Riverside,2.9,11,['Mexican restaurant']
"Ahumadas Mexican Grill and Tacos,",Riverside,2.1,34,['Mexican restaurant']
Rancho La Perla Restaurant,Riverside,1.6,80,['Mexican restaurant']
Del Taco,Bakersfield,1.9,992,['Mexican restaurant']
Mariscos-Land,Riverside,2.2,20,"['Latin American restaurant', 'Mexican restaurant']"
Park Avenue Restaurant Polynesian and Mexican Store,Riverside,2.3,41,['Mexican restaurant']
Taco Station,Riverside,2.3,1434,"['Mexican restaurant', 'Latin American restaurant']"
Las Islas Maria,Rialto,1.1,29,['Mexican restaurant']
Tacos Marline,Riverside,2.7,27,['Mexican restaurant']
Alfreditos Mexican Food,Riverside,2.1,14,"['Mexican restaurant', 'Latin American restaurant']"
Angel’s Tijuana Tacos,Jurupa Valley,2.3,75,['Mexican restaurant']
Costa Delmar Mexican Restaurant,Riverside,3.1,28,['Mexican restaurant']
Miguel's Jr.,Riverside,2.0,393,"['Mexican restaurant', 'Latin American restaurant']"
Super Tacos Panchitos,Corona,2.2,98,['Mexican restaurant']
